Period,FDCP,Gross Salary
2017-01-31,65727|0|3|60,3684.78
2017-01-31,65727|0|3|68,858.97
2017-01-31,65727|0|3|75,2390.13
2017-01-31,65727|0|3|77,3684.93
2017-01-31,65727|0|3|96,1238.84
2017-01-31,65727|0|3|98,0.0
2017-01-31,65727|9|3|189,0.0
2017-01-31,65727|9|3|285,0.0
2017-01-31,65831|0|1|3022,2644.71
2017-01-31,65831|0|1|8157,2779.28
2017-01-31,65831|0|1|8164,3035.18
2017-01-31,65831|0|1|8165,3227.29
2017-01-31,65831|0|1|8172,2326.01
2017-01-31,65831|0|1|8221,1606.92
2017-01-31,65831|0|1|8241,2113.27
2017-01-31,65831|0|1|8288,2762.02
2017-01-31,65831|0|1|8325,2664.36
2017-01-31,65831|0|1|8338,2680.56
2017-01-31,65831|0|1|8343,3221.03
2017-01-31,65831|0|1|8344,2200.68
2017-01-31,65831|0|1|8380,2387.09
2017-01-31,65831|0|1|8443,2621.8
2017-01-31,65831|0|1|8473,2714.6
2017-01-31,65831|0|1|8477,1728.29
2017-01-31,65831|0|3|8007,4675.64
2017-01-31,65831|0|3|8117,3633.09
2017-01-31,65831|0|3|8285,2667.82
2017-01-31,65831|0|3|8346,3075.85
2017-01-31,65831|0|3|8347,2073.7
2017-01-31,65831|0|3|8422,2871.03
2017-01-31,65831|1|1|8128,0.0
2017-01-31,65831|1|1|8129,2567.34
2017-01-31,65831|1|1|8130,3075.31
2017-01-31,65831|1|1|8131,3165.21
2017-01-31,65831|1|1|8133,0.0
2017-01-31,65831|1|1|8136,0.0
2017-01-31,65831|1|1|8140,1237.21
2017-01-31,65831|1|1|8143,2868.43
2017-01-31,65831|1|1|8144,0.0
2017-01-31,65831|1|1|8146,1259.97
2017-01-31,65831|1|1|8147,2331.01
2017-01-31,65831|2|1|8159,2755.37
2017-01-31,65831|2|1|8171,2803.73
2017-01-31,65831|2|1|8291,1683.88
2017-01-31,65831|2|1|8366,2873.64
2017-01-31,65831|2|1|8403,4841.23
2017-01-31,65831|2|1|8448,3491.07
2017-01-31,65831|2|1|8457,2811.32
2017-01-31,65831|2|3|8149,3249.42
2017-01-31,65831|3|1|8175,2846.49
2017-01-31,65831|3|1|8176,0.0
2017-01-31,65831|3|1|8177,2222.11
2017-01-31,65831|3|1|8190,2129.92
2017-01-31,65831|3|1|8298,2706.82
2017-01-31,65831|3|1|8402,3100.18
2017-01-31,65831|3|1|8405,3005.6
2017-01-31,65831|3|1|8479,2789.5
2017-01-31,65831|3|1|8481,1629.39
2017-01-31,65831|4|1|137,0.0
2017-01-31,65831|4|1|546,2742.45
2017-01-31,65831|4|1|557,3272.66
2017-01-31,65831|4|1|560,2800.56
2017-01-31,65831|4|1|561,2990.91
2017-01-31,65831|4|1|607,2807.09
2017-01-31,65831|4|1|608,3438.88
2017-01-31,65831|4|1|613,0.0
2017-01-31,65831|4|1|620,2598.03
2017-01-31,65831|4|1|621,2901.61
2017-01-31,65831|4|1|623,2418.47
2017-01-31,65831|4|1|624,2049.69
2017-01-31,65831|4|1|625,2672.21
2017-01-31,65831|4|1|626,2753.3
2017-01-31,65831|4|1|627,3500.83
2017-01-31,65831|4|1|629,2805.34
2017-01-31,65831|4|1|630,3502.25
2017-01-31,65831|4|1|633,1896.69
2017-01-31,65831|4|1|654,2440.74
2017-01-31,65831|4|1|673,2724.69
2017-01-31,65831|4|1|674,2674.89
2017-01-31,65831|4|1|691,1055.83
2017-01-31,65831|4|1|693,0.0
2017-01-31,65831|4|1|701,2760.89
2017-01-31,65831|4|1|704,0.0
2017-01-31,65831|4|1|731,3121.33
2017-01-31,65831|4|1|760,2120.51
2017-01-31,65831|4|1|774,0.0
2017-01-31,65831|4|1|776,3330.56
2017-01-31,65831|4|1|780,3567.03
2017-01-31,65831|4|1|781,3391.75
2017-01-31,65831|4|1|785,2708.01
2017-01-31,65831|4|1|792,4727.63
2017-01-31,65831|4|1|818,2950.32
2017-01-31,65831|4|1|8256,0.0
2017-01-31,65831|4|1|8266,2941.89
2017-01-31,65831|4|1|8282,3411.17
2017-01-31,65831|4|1|8289,1827.53
2017-01-31,65831|4|1|8290,1916.54
2017-01-31,65831|4|1|8317,2562.34
2017-01-31,65831|4|1|8322,2218.35
2017-01-31,65831|4|1|8333,3002.06
2017-01-31,65831|4|1|8349,2062.02
2017-01-31,65831|4|1|8354,2571.07
2017-01-31,65831|4|1|8374,2326.02
2017-01-31,65831|4|1|8389,2604.09
2017-01-31,65831|4|1|8400,2367.4
2017-01-31,65831|4|1|8401,3545.11
2017-01-31,65831|4|1|8413,3107.46
2017-01-31,65831|4|1|8414,3615.76
2017-01-31,65831|4|1|8437,3225.63
2017-01-31,65831|4|1|8441,3981.64
2017-01-31,65831|4|1|8446,2260.97
2017-01-31,65831|4|1|8447,1355.75
2017-01-31,65831|4|1|8455,3171.0
2017-01-31,65831|4|1|8467,2900.72
2017-01-31,65831|4|1|848,0.0
2017-01-31,65831|4|1|8482,2278.52
2017-01-31,65831|4|1|8484,2410.45
2017-01-31,65831|4|1|8485,2531.22
2017-01-31,65831|4|1|8488,2421.11
2017-01-31,65831|4|1|8495,3071.28
2017-01-31,65831|4|1|8496,3185.49
2017-01-31,65831|4|1|8497,2729.85
2017-01-31,65831|4|1|8498,2048.47
2017-01-31,65831|4|1|8501,3246.06
2017-01-31,65831|4|1|8502,3318.93
2017-01-31,65831|4|1|8510,2513.31
2017-01-31,65831|4|1|8511,3015.13
2017-01-31,65831|4|1|8513,2004.13
2017-01-31,65831|4|1|8517,1441.48
2017-01-31,65831|4|1|8518,1689.05
2017-01-31,65831|4|1|8520,2380.47
2017-01-31,65831|4|1|8521,2963.34
2017-01-31,65831|4|1|8522,1150.18
2017-01-31,65831|4|1|8524,204.28
2017-01-31,65831|4|1|8525,1992.24
2017-01-31,65831|4|1|8529,2445.0
2017-01-31,65831|4|1|8530,1744.22
2017-01-31,65831|4|1|8544,4026.97
2017-01-31,65831|4|1|856,3353.5
2017-01-31,65831|4|1|874,3303.08
2017-01-31,65831|4|1|878,2864.66
2017-01-31,65831|4|1|883,2401.32
2017-01-31,65831|4|1|903,3511.14
2017-01-31,65831|4|1|911,2882.7
2017-01-31,65831|4|1|930,0.0
2017-01-31,65831|4|3|531,3224.59
2017-01-31,65831|4|3|637,1105.83
2017-01-31,65831|4|3|750,2667.66
2017-01-31,65831|4|3|802,2584.7
2017-01-31,65831|4|3|807,4278.24
2017-01-31,65831|4|3|8273,4796.61
2017-01-31,65831|4|3|8324,2514.0
2017-01-31,65831|4|3|8385,3469.78
2017-01-31,65831|4|3|8404,2206.82
2017-01-31,65831|4|3|8411,3362.81
2017-01-31,65831|4|3|8470,3800.85
2017-01-31,65831|4|3|8506,2913.62
2017-01-31,65831|4|3|8508,2857.45
2017-01-31,65831|4|3|8509,4407.11
2017-01-31,65831|4|3|8527,3062.5
2017-01-31,65831|4|3|853,1233.16
2017-01-31,65831|4|3|858,2814.41
2017-01-31,65831|4|3|922,3716.65
2017-01-31,65831|4|3|925,4672.22
2017-01-31,65831|5|1|1369,0.0
2017-01-31,65831|6|1|8534,0.0
2017-01-31,65831|6|1|8535,1559.65
2017-01-31,65831|6|1|8536,1764.43
2017-01-31,65831|6|1|8538,2653.51
2017-01-31,65831|6|1|8539,2712.95
2017-01-31,65831|6|1|8540,1598.86
2017-01-31,65831|6|1|8541,2028.77
2017-01-31,65831|6|1|8542,2016.25
2017-01-31,67507|0|1|129,2820.63
2017-01-31,67507|0|1|146,2670.95
2017-01-31,67507|0|1|16,0.0
2017-01-31,67507|0|1|163,1678.27
2017-01-31,67507|0|1|19,0.0
2017-01-31,67507|0|1|24,3182.5
2017-01-31,67507|0|1|37,2618.85
2017-01-31,67507|0|1|39,2604.63
2017-01-31,67507|0|1|41,2702.48
2017-01-31,67507|0|1|49,2323.23
2017-01-31,67507|0|1|51,2845.67
2017-01-31,67507|0|1|54,2743.56
2017-01-31,67507|0|1|9044,2721.75
2017-01-31,67507|0|1|9055,2829.12
2017-01-31,67507|0|3|109,1169.92
2017-01-31,67507|0|3|121,5447.88
2017-01-31,67507|0|3|123,2467.69
2017-01-31,67507|0|3|124,5447.88
2017-01-31,67507|0|3|125,3271.9
2017-01-31,67507|0|3|138,2319.42
2017-01-31,67507|0|3|144,3135.34
2017-01-31,67507|0|3|147,2996.49
2017-01-31,67507|0|3|154,2304.23
2017-01-31,67507|0|3|6,2432.91
2017-01-31,67507|0|3|9007,2806.57
2017-01-31,67507|0|3|9020,2773.91
2017-01-31,67507|0|3|9027,0.0
2017-01-31,67507|0|3|9033,2635.34
2017-01-31,67507|0|3|9038,0.0
2017-01-31,67507|0|3|9045,1356.66
2017-01-31,67507|0|3|9046,2685.34
2017-01-31,67507|0|3|9048,0.0
2017-01-31,67507|0|3|9049,0.0
2017-01-31,67507|0|3|9057,2485.34
2017-01-31,67507|0|3|9387,6291.9
2017-01-31,67507|0|3|9417,3337.29
2017-01-31,67507|0|5|9403,742.79
2017-01-31,67507|1|3|123,0.0
2017-01-31,9021|0|3|10,5283.82
2017-01-31,9021|0|3|103,3817.22
2017-01-31,9021|0|3|115,17609.24
2017-01-31,9021|0|3|123,6152.23
2017-01-31,9021|0|3|143,7699.41
2017-01-31,9021|0|3|157,14099.73
2017-01-31,9021|0|3|171,6590.16
2017-01-31,9021|0|3|178,13629.08
2017-01-31,9021|0|3|184,9820.37
2017-01-31,9021|0|3|19,10881.03
2017-01-31,9021|0|3|199,24954.08
2017-01-31,9021|0|3|2,26224.6
2017-01-31,9021|0|3|229,4272.16
2017-01-31,9021|0|3|234,31882.05
2017-01-31,9021|0|3|241,3479.17
2017-01-31,9021|0|3|243,9704.13
2017-01-31,9021|0|3|254,3957.31
2017-01-31,9021|0|3|258,14542.68
2017-01-31,9021|0|3|260,9942.13
2017-01-31,9021|0|3|264,394.02
2017-01-31,9021|0|3|270,7878.69
2017-01-31,9021|0|3|277,3834.47
2017-01-31,9021|0|3|279,7268.22
2017-01-31,9021|0|3|280,0.0
2017-01-31,9021|0|3|281,15907.82
2017-01-31,9021|0|3|285,23793.69
2017-01-31,9021|0|3|287,4124.64
2017-01-31,9021|0|3|288,16475.81
2017-01-31,9021|0|3|291,6300.26
2017-01-31,9021|0|3|300,7115.41
2017-01-31,9021|0|3|31,9465.03
2017-01-31,9021|0|3|320,0.0
2017-01-31,9021|0|3|321,8255.13
2017-01-31,9021|0|3|334,4590.15
2017-01-31,9021|0|3|340,23987.29
2017-01-31,9021|0|3|341,91655.59999999999
2017-01-31,9021|0|3|344,0.0
2017-01-31,9021|0|3|345,10341.97
2017-01-31,9021|0|3|35,6399.73
2017-01-31,9021|0|3|50,6574.55
2017-01-31,9021|0|3|56,6601.93
2017-01-31,9021|0|3|61,6679.16
2017-01-31,9021|0|3|65,9893.02
2017-01-31,9021|0|3|66,7763.43
2017-01-31,9021|0|3|69,5787.43
2017-01-31,9021|0|3|78,13303.77
2017-01-31,9021|0|3|80,7822.83
2017-01-31,9021|0|3|9,11200.73
2017-01-31,9021|0|3|93,8377.75
2017-01-31,9021|0|3|95,14380.81
2017-01-31,9021|0|3|96,6005.18
2017-01-31,9021|0|3|97,6435.63
2017-01-31,90800|0|3|26,3706.43
2017-01-31,90800|0|3|29,3907.54
2017-01-31,90800|0|3|40,8410.04
2017-01-31,90800|0|3|43,3984.7
2017-01-31,90800|0|3|49,2448.8
2017-01-31,90800|0|3|50,2335.56
2017-01-31,90800|0|3|51,3924.52
2017-01-31,90800|0|3|53,5590.33
2017-01-31,90800|0|3|8,7225.77
2017-01-31,90800|21|3|32,0.0
2017-01-31,90800|21|3|33,0.0
2017-01-31,90800|21|3|48,0.0
2017-01-31,9443|0|3|2856,3846.01
2017-01-31,9443|0|3|4719,2200.0
2017-01-31,9443|3|1|2961,0.0
2017-01-31,9443|3|1|2970,0.0
2017-01-31,9443|3|1|3054,0.0
2017-01-31,9443|3|1|3194,0.0
2017-01-31,9443|3|1|3203,0.0
2017-01-31,9443|3|1|3206,0.0
2017-01-31,9443|3|1|3313,0.0
2017-01-31,9443|3|1|3314,0.0
2017-01-31,9443|3|1|3316,0.0
2017-01-31,9443|3|1|3492,0.0
2017-01-31,9443|3|1|3684,0.0
2017-01-31,9443|3|1|3686,0.0
2017-01-31,9443|3|1|3694,0.0
2017-01-31,9443|3|1|3715,44.16000000000008
2017-01-31,9443|3|1|3833,0.0
2017-01-31,9443|3|1|3834,0.0
2017-01-31,9443|3|1|3840,0.0
2017-01-31,9443|3|1|3842,0.0
2017-01-31,9443|3|1|3852,0.0
2017-01-31,9443|3|1|3864,0.0
2017-01-31,9443|3|1|3989,0.0
2017-01-31,9443|3|1|4090,0.0
2017-01-31,9443|3|1|4157,43.6
2017-01-31,9443|3|1|4302,0.0
2017-01-31,9443|3|1|4303,0.0
2017-01-31,9443|3|1|4307,0.0
2017-01-31,9443|3|1|4330,0.0
2017-01-31,9443|3|1|4412,0.0
2017-01-31,9443|3|1|4413,0.0
2017-01-31,9443|3|1|4441,-43.59999999999991
2017-01-31,9443|3|1|4498,0.0
2017-01-31,9443|3|1|4510,0.0
2017-01-31,9443|3|1|4538,22.08
2017-01-31,9443|3|1|4544,0.0
2017-01-31,9443|3|1|4563,0.0
2017-01-31,9443|3|1|4571,0.0
2017-01-31,9443|3|1|4583,0.0
2017-01-31,9443|3|1|4585,0.0
2017-01-31,9443|3|1|4609,0.0
2017-01-31,9443|3|1|4610,0.0
2017-01-31,9443|3|1|4649,0.0
2017-01-31,9443|3|1|4761,0.0
2017-01-31,9443|3|1|4841,0.0
2017-01-31,9443|3|1|4924,462.93
2017-01-31,9443|3|1|4925,83.09
2017-01-31,9443|3|1|4977,0.0
2017-01-31,9443|3|1|4983,0.0
2017-01-31,9443|3|1|5071,0.0
2017-01-31,9443|3|1|5077,0.0
2017-01-31,9443|3|1|5124,0.0
2017-01-31,9443|3|1|5125,0.0
2017-01-31,9443|3|1|5126,0.0
2017-01-31,9443|3|1|5129,0.0
2017-01-31,9443|3|1|5130,0.0
2017-01-31,9443|3|1|5131,0.0
2017-01-31,9443|3|1|5132,0.0
2017-01-31,9443|3|1|5133,0.0
2017-01-31,9443|3|1|5134,0.0
2017-01-31,9443|3|1|5135,0.0
2017-01-31,9443|3|1|5137,0.0
2017-01-31,9443|3|1|5138,0.0
2017-01-31,9443|3|1|5139,0.0
2017-01-31,9443|3|1|5140,0.0
2017-01-31,9443|3|1|5142,0.0
2017-01-31,9443|3|1|5143,0.0
2017-01-31,9443|3|1|5144,0.0
2017-01-31,9443|3|1|5145,0.0
2017-01-31,9443|3|1|5146,0.0
2017-01-31,9443|3|1|5147,0.0
2017-01-31,9443|3|1|5148,0.0
2017-01-31,9443|3|1|5150,0.0
2017-01-31,9443|3|1|5151,0.0
2017-01-31,9443|3|1|5152,0.0
2017-01-31,9443|3|1|5154,0.0
2017-01-31,9443|3|1|5155,0.0
2017-01-31,9443|3|1|5156,111.5
2017-02-13,32428|0|1|1053,0.0
2017-02-13,32428|0|1|1054,0.0
2017-02-13,32428|0|1|11,0.0
2017-02-13,32428|0|1|1101,0.0
2017-02-13,32428|0|1|1102,0.0
2017-02-13,32428|0|1|1147,0.0
2017-02-13,32428|0|1|12,0.0
2017-02-13,32428|0|1|1276,0.0
2017-02-13,32428|0|1|13,0.0
2017-02-13,32428|0|1|1307,0.0
2017-02-13,32428|0|1|1321,0.0
2017-02-13,32428|0|1|1322,0.0
2017-02-13,32428|0|1|1323,0.0
2017-02-13,32428|0|1|1332,0.0
2017-02-13,32428|0|1|1337,0.0
2017-02-13,32428|0|1|1339,0.0
2017-02-13,32428|0|1|1344,0.0
2017-02-13,32428|0|1|1345,0.0
2017-02-13,32428|0|1|1348,0.0
2017-02-13,32428|0|1|1350,0.0
2017-02-13,32428|0|1|1351,0.0
2017-02-13,32428|0|1|1354,0.0
2017-02-13,32428|0|1|1386,0.0
2017-02-13,32428|0|1|14,0.0
2017-02-13,32428|0|1|1436,0.0
2017-02-13,32428|0|1|1437,0.0
2017-02-13,32428|0|1|1442,0.0
2017-02-13,32428|0|1|1481,0.0
2017-02-13,32428|0|1|1483,0.0
2017-02-13,32428|0|1|1489,0.0
2017-02-13,32428|0|1|1520,0.0
2017-02-13,32428|0|1|1521,0.0
2017-02-13,32428|0|1|1560,0.0
2017-02-13,32428|0|1|1587,0.0
2017-02-13,32428|0|1|1588,0.0
2017-02-13,32428|0|1|1595,0.0
2017-02-13,32428|0|1|1596,0.0
2017-02-13,32428|0|1|16,0.0
2017-02-13,32428|0|1|1607,0.0
2017-02-13,32428|0|1|1637,0.0
2017-02-13,32428|0|1|1638,0.0
2017-02-13,32428|0|1|1651,0.0
2017-02-13,32428|0|1|1653,0.0
2017-02-13,32428|0|1|1654,0.0
2017-02-13,32428|0|1|1669,0.0
2017-02-13,32428|0|1|1676,0.0
2017-02-13,32428|0|1|1698,0.0
2017-02-13,32428|0|1|1700,0.0
2017-02-13,32428|0|1|1703,0.0
2017-02-13,32428|0|1|1704,0.0
2017-02-13,32428|0|1|1715,0.0
2017-02-13,32428|0|1|174,0.0
2017-02-13,32428|0|1|1751,0.0
2017-02-13,32428|0|1|1755,0.0
2017-02-13,32428|0|1|178,0.0
2017-02-13,32428|0|1|1794,0.0
2017-02-13,32428|0|1|1795,0.0
2017-02-13,32428|0|1|1796,0.0
2017-02-13,32428|0|1|1797,0.0
2017-02-13,32428|0|1|1798,0.0
2017-02-13,32428|0|1|18,0.0
2017-02-13,32428|0|1|1802,0.0
2017-02-13,32428|0|1|1806,0.0
2017-02-13,32428|0|1|1812,0.0
2017-02-13,32428|0|1|1813,0.0
2017-02-13,32428|0|1|1814,0.0
2017-02-13,32428|0|1|1816,0.0
2017-02-13,32428|0|1|1817,0.0
2017-02-13,32428|0|1|1818,0.0
2017-02-13,32428|0|1|1819,0.0
2017-02-13,32428|0|1|1820,0.0
2017-02-13,32428|0|1|1822,0.0
2017-02-13,32428|0|1|20,0.0
2017-02-13,32428|0|1|229,0.0
2017-02-13,32428|0|1|236,0.0
2017-02-13,32428|0|1|237,0.0
2017-02-13,32428|0|1|26,0.0
2017-02-13,32428|0|1|273,0.0
2017-02-13,32428|0|1|274,0.0
2017-02-13,32428|0|1|276,0.0
2017-02-13,32428|0|1|277,0.0
2017-02-13,32428|0|1|278,0.0
2017-02-13,32428|0|1|28,0.0
2017-02-13,32428|0|1|29,0.0
2017-02-13,32428|0|1|290,0.0
2017-02-13,32428|0|1|292,0.0
2017-02-13,32428|0|1|294,0.0
2017-02-13,32428|0|1|3,0.0
2017-02-13,32428|0|1|301,0.0
2017-02-13,32428|0|1|302,0.0
2017-02-13,32428|0|1|304,0.0
2017-02-13,32428|0|1|305,0.0
2017-02-13,32428|0|1|306,0.0
2017-02-13,32428|0|1|308,0.0
2017-02-13,32428|0|1|318,0.0
2017-02-13,32428|0|1|319,0.0
2017-02-13,32428|0|1|35,0.0
2017-02-13,32428|0|1|36,0.0
2017-02-13,32428|0|1|365,0.0
2017-02-13,32428|0|1|37,0.0
2017-02-13,32428|0|1|378,0.0
2017-02-13,32428|0|1|382,0.0
2017-02-13,32428|0|1|383,0.0
2017-02-13,32428|0|1|384,0.0
2017-02-13,32428|0|1|39,0.0
2017-02-13,32428|0|1|401,0.0
2017-02-13,32428|0|1|405,0.0
2017-02-13,32428|0|1|41,0.0
2017-02-13,32428|0|1|430,0.0
2017-02-13,32428|0|1|433,0.0
2017-02-13,32428|0|1|442,0.0
2017-02-13,32428|0|1|446,0.0
2017-02-13,32428|0|1|489,0.0
2017-02-13,32428|0|1|509,0.0
2017-02-13,32428|0|1|511,0.0
2017-02-13,32428|0|1|545,0.0
2017-02-13,32428|0|1|546,0.0
2017-02-13,32428|0|1|547,0.0
2017-02-13,32428|0|1|594,0.0
2017-02-13,32428|0|1|629,0.0
2017-02-13,32428|0|1|630,0.0
2017-02-13,32428|0|1|671,0.0
2017-02-13,32428|0|1|672,0.0
2017-02-13,32428|0|1|698,0.0
2017-02-13,32428|0|1|704,0.0
2017-02-13,32428|0|1|705,0.0
2017-02-13,32428|0|1|750,0.0
2017-02-13,32428|0|1|766,0.0
2017-02-13,32428|0|1|767,0.0
2017-02-13,32428|0|1|769,0.0
2017-02-13,32428|0|1|771,0.0
2017-02-13,32428|0|1|772,0.0
2017-02-13,32428|0|1|864,0.0
2017-02-13,32428|0|1|865,0.0
2017-02-13,32428|0|1|867,0.0
2017-02-13,32428|0|1|868,0.0
2017-02-13,32428|0|1|87,0.0
2017-02-13,32428|0|1|946,0.0
2017-02-13,32428|0|1|947,0.0
2017-02-13,48568|2|3|14491,46207.83
2017-02-13,67507|0|1|129,0.0
2017-02-13,67507|0|1|146,0.0
2017-02-13,67507|0|1|163,0.0
2017-02-13,67507|0|1|19,0.0
2017-02-13,67507|0|1|24,0.0
2017-02-13,67507|0|1|37,0.0
2017-02-13,67507|0|1|39,0.0
2017-02-13,67507|0|1|41,0.0
2017-02-13,67507|0|1|49,0.0
2017-02-13,67507|0|1|51,0.0
2017-02-13,67507|0|1|54,0.0
2017-02-13,67507|0|1|9044,0.0
2017-02-13,67507|0|1|9055,0.0
2017-02-28,12195|0|1|2,3112.1
2017-02-28,12195|0|1|28,1815.83
2017-02-28,12195|0|1|29,2397.73
2017-02-28,12195|0|1|39,2414.53
2017-02-28,12195|0|1|4,4738.89
2017-02-28,12195|0|1|48,0.0
2017-02-28,12195|0|1|49,2110.07
2017-02-28,12195|0|1|52,2273.7
2017-02-28,12195|0|1|55,2153.65
2017-02-28,12195|0|1|8,2201.49
2017-02-28,12195|21|3|6,0.0
2017-02-28,12195|21|3|7,0.0
2017-02-28,12463|0|3|10,1727.34
2017-02-28,12463|0|3|12,494.06
2017-02-28,12463|0|3|14,803.31
2017-02-28,12463|0|3|17,582.84
2017-02-28,12463|0|3|19,2829.39
2017-02-28,12463|0|3|2,0.0
2017-02-28,12463|0|3|20,914.37
2017-02-28,12463|0|3|209,936.71
2017-02-28,12463|0|3|211,901.03
2017-02-28,12463|0|3|22,861.09
2017-02-28,12463|0|3|273,519.09
2017-02-28,12463|0|3|3,160.36
2017-02-28,12463|0|3|4,0.0
2017-02-28,12463|0|3|7,792.99
2017-02-28,12463|0|3|78,986.62
2017-02-28,12463|0|3|9,2076.34
2017-02-28,13391|0|1|11,0.0
2017-02-28,13391|0|1|12,1744.87
2017-02-28,13391|0|1|2,1327.29
2017-02-28,13391|0|1|21,1734.44
2017-02-28,13391|0|1|23,0.0
2017-02-28,13391|0|1|25,1973.92
2017-02-28,13391|0|1|3,1769.73
2017-02-28,13391|0|1|33,1736.59
2017-02-28,13391|0|1|37,1736.59
2017-02-28,13391|0|1|5,0.0
2017-02-28,13391|0|1|50,1699.81
2017-02-28,13391|0|1|54,1816.96
2017-02-28,13391|0|1|7,1490.18
2017-02-28,13391|0|1|8,1761.44
2017-02-28,13391|0|3|31,3153.37
2017-02-28,13391|0|3|32,3994.84
2017-02-28,13391|0|3|34,2416.79
2017-02-28,13391|0|3|38,2680.38
2017-02-28,13391|0|3|40,3272.51
2017-02-28,13391|0|3|56,3272.51
2017-02-28,13391|1|1|51,1984.66
2017-02-28,15358|0|3|103,3062.0
2017-02-28,15358|0|3|107,0.0
2017-02-28,15358|0|3|108,3114.28
2017-02-28,15358|0|3|110,3543.0
2017-02-28,15358|0|3|113,2884.44
2017-02-28,15358|0|3|114,3008.0
2017-02-28,15358|0|3|115,3537.6
2017-02-28,15358|0|3|124,2637.5
2017-02-28,15358|0|3|126,2984.32
2017-02-28,15358|0|3|128,3091.0
2017-02-28,15358|0|3|129,4499.0
2017-02-28,15358|0|3|131,3027.0
2017-02-28,15358|0|3|133,10448.310000000001
2017-02-28,15358|0|3|135,2927.02
2017-02-28,15358|0|3|142,3004.56
2017-02-28,15358|0|3|154,2394.0
2017-02-28,15358|0|3|155,2773.9900000000002
2017-02-28,15358|0|3|158,2483.07
2017-02-28,15358|0|3|167,2825.0
2017-02-28,15358|0|3|173,4842.5
2017-02-28,15358|0|3|174,4003.29
2017-02-28,15358|0|3|176,8867.5
2017-02-28,15358|0|3|185,5928.5
2017-02-28,15358|0|3|189,5870.5
2017-02-28,15358|0|3|199,10570.38
2017-02-28,15358|0|3|205,12.5
2017-02-28,15358|0|3|215,3912.5
2017-02-28,15358|0|3|216,3000.0
2017-02-28,15358|0|3|217,5653.5
2017-02-28,15358|0|3|218,2200.0
2017-02-28,15358|0|3|219,5412.5
2017-02-28,15358|0|3|222,2800.0
2017-02-28,15358|0|3|225,2500.0
2017-02-28,15358|0|3|226,7212.5
2017-02-28,15358|0|3|228,3920.15
2017-02-28,15358|0|3|232,3700.0
2017-02-28,15358|0|3|233,3700.0
2017-02-28,15358|0|3|234,4248.46
2017-02-28,15358|0|3|25,6412.5
2017-02-28,15358|0|3|4,3211.15
2017-02-28,15358|0|3|40,2710.0
2017-02-28,15358|0|3|41,4941.5
2017-02-28,15358|0|3|46,3559.42
2017-02-28,15358|0|3|47,4045.65
2017-02-28,15358|0|3|49,3233.95
2017-02-28,15358|0|3|5,5024.09
2017-02-28,15358|0|3|50,3182.0
2017-02-28,15358|0|3|60,2492.0
2017-02-28,15358|0|3|64,4690.0
2017-02-28,15358|0|3|68,3247.0
2017-02-28,15358|0|3|69,1454.87
2017-02-28,15358|0|3|74,2998.0
2017-02-28,15358|0|3|75,4679.5
2017-02-28,15358|0|3|76,4214.0
2017-02-28,15358|0|3|81,5942.0
2017-02-28,15358|0|3|84,5330.5
2017-02-28,15358|0|3|87,2916.73
2017-02-28,15358|0|3|94,4354.5
2017-02-28,15358|0|3|95,3338.0
2017-02-28,15358|0|3|97,3143.0099999999998
2017-02-28,19904|0|1|10005,1358.17
2017-02-28,19904|0|1|10006,0.0
2017-02-28,19904|0|1|10007,0.0
2017-02-28,19904|0|1|10009,1249.3799999999999
2017-02-28,19904|0|1|10014,851.47
2017-02-28,19904|0|1|10018,949.82
2017-02-28,19904|0|1|10039,1324.53
2017-02-28,19904|0|1|10048,490.6
2017-02-28,19904|0|1|10049,825.1
2017-02-28,19904|0|1|10057,1727.16
2017-02-28,19904|0|1|10060,646.7
2017-02-28,19904|0|1|10063,847.4
2017-02-28,19904|0|1|10067,602.1
2017-02-28,19904|0|1|10072,1248.8
2017-02-28,19904|0|1|10073,693.04
2017-02-28,19904|0|1|10091,629.95
2017-02-28,19904|0|1|10094,858.55
2017-02-28,19904|0|1|10111,0.0
2017-02-28,19904|0|1|10112,0.0
2017-02-28,19904|0|1|10114,0.0
2017-02-28,19904|0|1|10115,1324.79
2017-02-28,19904|0|1|10118,0.0
2017-02-28,19904|0|1|10127,0.0
2017-02-28,19904|0|1|10135,1371.67
2017-02-28,19904|0|1|10141,1315.04
2017-02-28,19904|0|1|10147,0.0
2017-02-28,19904|0|1|10148,0.0
2017-02-28,19904|0|1|10151,753.11
2017-02-28,19904|0|1|10154,403.19
2017-02-28,19904|0|1|10161,0.0
2017-02-28,19904|0|1|10163,0.0
2017-02-28,19904|0|1|10168,0.0
2017-02-28,19904|0|1|10170,1218.18
2017-02-28,19904|0|1|10172,916.72
2017-02-28,19904|0|1|10178,0.0
2017-02-28,19904|0|1|10187,1017.55
2017-02-28,19904|0|1|10193,1476.07
2017-02-28,19904|0|1|10195,1171.02
2017-02-28,19904|0|1|10200,0.0
2017-02-28,19904|0|1|10205,0.0
2017-02-28,19904|0|1|10207,986.55
2017-02-28,19904|0|1|10212,0.0
2017-02-28,19904|0|1|10215,0.0
2017-02-28,19904|0|1|10220,0.0
2017-02-28,19904|0|1|10223,1597.83
2017-02-28,19904|0|1|10236,590.95
2017-02-28,19904|0|1|10250,1694.8
2017-02-28,19904|0|1|10254,0.0
2017-02-28,19904|0|1|10256,884.91
